amount,REGION,PRODUCTID,FAMILY_ALIAS
48,South,6,"Root Beer"
40,South,6,"Root Beer"
8,South,6,"Root Beer"
64,South,6,"Root Beer"
37.5,South,6,"Root Beer"
87,South,6,"Root Beer"
25.5,South,6,"Root Beer"
140,South,6,"Root Beer"
130,South,6,"Root Beer"
110,South,6,"Root Beer"
94.6,South,6,"Root Beer"
7.7,South,6,"Root Beer"
7.7,South,6,"Root Beer"
100.1,South,6,"Root Beer"
2.2,South,6,"Root Beer"
7.7,South,6,"Root Beer"
76.8,South,6,"Root Beer"
16.8,South,6,"Root Beer"
26.4,South,6,"Root Beer"
19.8,South,6,"Root Beer"
90.2,South,6,"Root Beer"
43.4,South,6,"Root Beer"
9.8,South,6,"Root Beer"
86.8,South,6,"Root Beer"
50.4,South,6,"Root Beer"
44.4,South,6,"Root Beer"
9.6,South,6,"Root Beer"
15.6,South,6,"Root Beer"
60,South,6,"Root Beer"
18,South,6,"Root Beer"
15,South,6,"Root Beer"
3,South,6,"Root Beer"
24,South,6,"Root Beer"
15,South,6,"Root Beer"
34.8,South,6,"Root Beer"
10.2,South,6,"Root Beer"
50,South,6,"Root Beer"
50,South,6,"Root Beer"
40,South,6,"Root Beer"
34.4,South,6,"Root Beer"
2.8,South,6,"Root Beer"
2.8,South,6,"Root Beer"
36.4,South,6,"Root Beer"
0.8,South,6,"Root Beer"
2.8,South,6,"Root Beer"
32,South,6,"Root Beer"
7,South,6,"Root Beer"
11,South,6,"Root Beer"
7.2,South,6,"Root Beer"
32.8,South,6,"Root Beer"
15.5,South,6,"Root Beer"
3.5,South,6,"Root Beer"
31,South,6,"Root Beer"
21,South,6,"Root Beer"
18.5,South,6,"Root Beer"
4,South,6,"Root Beer"
6.5,South,6,"Root Beer"
20,South,6,"Root Beer"
6,South,6,"Root Beer"
5,South,6,"Root Beer"
1,South,6,"Root Beer"
8,South,6,"Root Beer"
5,South,6,"Root Beer"
11.6,South,6,"Root Beer"
3.4,South,6,"Root Beer"
20,South,6,"Root Beer"
10,South,6,"Root Beer"
10,South,6,"Root Beer"
8.6,South,6,"Root Beer"
0.7,South,6,"Root Beer"
0.7,South,6,"Root Beer"
9.1,South,6,"Root Beer"
0.2,South,6,"Root Beer"
0.7,South,6,"Root Beer"
6.4,South,6,"Root Beer"
1.4,South,6,"Root Beer"
2.2,South,6,"Root Beer"
1.8,South,6,"Root Beer"
8.2,South,6,"Root Beer"
6.2,South,6,"Root Beer"
1.4,South,6,"Root Beer"
12.4,South,6,"Root Beer"
4.2,South,6,"Root Beer"
3.7,South,6,"Root Beer"
0.8,South,6,"Root Beer"
1.3,South,6,"Root Beer"
20,South,6,"Root Beer"
6,South,6,"Root Beer"
5,South,6,"Root Beer"
1,South,6,"Root Beer"
8,South,6,"Root Beer"
5,South,6,"Root Beer"
11.6,South,6,"Root Beer"
3.4,South,6,"Root Beer"
20,South,6,"Root Beer"
20,South,6,"Root Beer"
20,South,6,"Root Beer"
17.2,South,6,"Root Beer"
1.4,South,6,"Root Beer"
1.4,South,6,"Root Beer"
18.2,South,6,"Root Beer"
0.4,South,6,"Root Beer"
1.4,South,6,"Root Beer"
12.8,South,6,"Root Beer"
2.8,South,6,"Root Beer"
4.4,South,6,"Root Beer"
1.8,South,6,"Root Beer"
8.2,South,6,"Root Beer"
9.3,South,6,"Root Beer"
2.1,South,6,"Root Beer"
18.6,South,6,"Root Beer"
12.6,South,6,"Root Beer"
11.1,South,6,"Root Beer"
2.4,South,6,"Root Beer"
3.9,South,6,"Root Beer"
530,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
0,South,6,"Root Beer"
140,South,8,"Cream Soda"
66.56,South,8,"Cream Soda"
40.96,South,8,"Cream Soda"
20.48,South,8,"Cream Soda"
83.49,South,8,"Cream Soda"
37.51,South,8,"Cream Soda"
46.01,South,8,"Cream Soda"
59.92,South,8,"Cream Soda"
1.07,South,8,"Cream Soda"
6.18,South,8,"Cream Soda"
85.49,South,8,"Cream Soda"
9.27,South,8,"Cream Soda"
2.06,South,8,"Cream Soda"
45.57,South,8,"Cream Soda"
42.78,South,8,"Cream Soda"
4.65,South,8,"Cream Soda"
50.15,South,8,"Cream Soda"
34.85,South,8,"Cream Soda"
20.4,South,8,"Cream Soda"
33.15,South,8,"Cream Soda"
13.6,South,8,"Cream Soda"
17.85,South,8,"Cream Soda"
60.99,South,8,"Cream Soda"
46.01,South,8,"Cream Soda"
48.15,South,8,"Cream Soda"
7.49,South,8,"Cream Soda"
51.36,South,8,"Cream Soda"
72.96,South,8,"Cream Soda"
1.14,South,8,"Cream Soda"
31.92,South,8,"Cream Soda"
7.98,South,8,"Cream Soda"
1.01,South,8,"Cream Soda"
68.68,South,8,"Cream Soda"
31.31,South,8,"Cream Soda"
57,South,8,"Cream Soda"
27.04,South,8,"Cream Soda"
16.64,South,8,"Cream Soda"
8.32,South,8,"Cream Soda"
33.81,South,8,"Cream Soda"
15.19,South,8,"Cream Soda"
18.49,South,8,"Cream Soda"
24.08,South,8,"Cream Soda"
0.43,South,8,"Cream Soda"
2.52,South,8,"Cream Soda"
34.86,South,8,"Cream Soda"
3.78,South,8,"Cream Soda"
0.84,South,8,"Cream Soda"
18.62,South,8,"Cream Soda"
17.48,South,8,"Cream Soda"
1.9,South,8,"Cream Soda"
20.06,South,8,"Cream Soda"
13.94,South,8,"Cream Soda"
8.16,South,8,"Cream Soda"
13.26,South,8,"Cream Soda"
5.44,South,8,"Cream Soda"
7.14,South,8,"Cream Soda"
24.51,South,8,"Cream Soda"
18.49,South,8,"Cream Soda"
19.35,South,8,"Cream Soda"
3.01,South,8,"Cream Soda"
20.64,South,8,"Cream Soda"
29.44,South,8,"Cream Soda"
0.46,South,8,"Cream Soda"
12.88,South,8,"Cream Soda"
3.22,South,8,"Cream Soda"
0.41,South,8,"Cream Soda"
27.88,South,8,"Cream Soda"
12.71,South,8,"Cream Soda"
18,South,8,"Cream Soda"
8.32,South,8,"Cream Soda"
5.12,South,8,"Cream Soda"
2.56,South,8,"Cream Soda"
10.35,South,8,"Cream Soda"
4.65,South,8,"Cream Soda"
5.59,South,8,"Cream Soda"
7.28,South,8,"Cream Soda"
0.13,South,8,"Cream Soda"
0.78,South,8,"Cream Soda"
10.79,South,8,"Cream Soda"
1.17,South,8,"Cream Soda"
0.26,South,8,"Cream Soda"
5.88,South,8,"Cream Soda"
5.52,South,8,"Cream Soda"
0.6,South,8,"Cream Soda"
5.9,South,8,"Cream Soda"
4.1,South,8,"Cream Soda"
2.4,South,8,"Cream Soda"
3.9,South,8,"Cream Soda"
1.6,South,8,"Cream Soda"
2.1,South,8,"Cream Soda"
7.41,South,8,"Cream Soda"
5.59,South,8,"Cream Soda"
5.85,South,8,"Cream Soda"
0.91,South,8,"Cream Soda"
6.24,South,8,"Cream Soda"
8.96,South,8,"Cream Soda"
0.14,South,8,"Cream Soda"
3.92,South,8,"Cream Soda"
0.98,South,8,"Cream Soda"
0.13,South,8,"Cream Soda"
8.84,South,8,"Cream Soda"
4.03,South,8,"Cream Soda"
22,South,8,"Cream Soda"
11.44,South,8,"Cream Soda"
7.04,South,8,"Cream Soda"
3.52,South,8,"Cream Soda"
15.18,South,8,"Cream Soda"
6.82,South,8,"Cream Soda"
9.89,South,8,"Cream Soda"
12.88,South,8,"Cream Soda"
0.23,South,8,"Cream Soda"
1.38,South,8,"Cream Soda"
19.09,South,8,"Cream Soda"
2.07,South,8,"Cream Soda"
0.46,South,8,"Cream Soda"
11.27,South,8,"Cream Soda"
10.58,South,8,"Cream Soda"
1.15,South,8,"Cream Soda"
12.98,South,8,"Cream Soda"
9.02,South,8,"Cream Soda"
5.28,South,8,"Cream Soda"
8.58,South,8,"Cream Soda"
3.52,South,8,"Cream Soda"
4.62,South,8,"Cream Soda"
12.54,South,8,"Cream Soda"
9.46,South,8,"Cream Soda"
9.9,South,8,"Cream Soda"
1.54,South,8,"Cream Soda"
10.56,South,8,"Cream Soda"
14.08,South,8,"Cream Soda"
0.22,South,8,"Cream Soda"
6.16,South,8,"Cream Soda"
1.54,South,8,"Cream Soda"
0.22,South,8,"Cream Soda"
14.96,South,8,"Cream Soda"
6.82,South,8,"Cream Soda"
1,South,8,"Cream Soda"
0.43,South,8,"Cream Soda"
0.56,South,8,"Cream Soda"
0.01,South,8,"Cream Soda"
0.57,South,8,"Cream Soda"
0.43,South,8,"Cream Soda"
0.45,South,8,"Cream Soda"
0.07,South,8,"Cream Soda"
0.48,South,8,"Cream Soda"
0.64,South,8,"Cream Soda"
0.01,South,8,"Cream Soda"
0.28,South,8,"Cream Soda"
0.07,South,8,"Cream Soda"
0.01,South,8,"Cream Soda"
0.68,South,8,"Cream Soda"
0.31,South,8,"Cream Soda"
364,South,8,"Cream Soda"
133,South,8,"Cream Soda"
63.44,South,8,"Cream Soda"
39.04,South,8,"Cream Soda"
19.52,South,8,"Cream Soda"
91.77,South,8,"Cream Soda"
41.23,South,8,"Cream Soda"
55.04,South,8,"Cream Soda"
71.68,South,8,"Cream Soda"
1.28,South,8,"Cream Soda"
7.98,South,8,"Cream Soda"
110.39,South,8,"Cream Soda"
11.97,South,8,"Cream Soda"
2.66,South,8,"Cream Soda"
54.39,South,8,"Cream Soda"
51.06,South,8,"Cream Soda"
5.55,South,8,"Cream Soda"
47.79,South,8,"Cream Soda"
33.21,South,8,"Cream Soda"
19.44,South,8,"Cream Soda"
31.59,South,8,"Cream Soda"
12.96,South,8,"Cream Soda"
17.01,South,8,"Cream Soda"
58.14,South,8,"Cream Soda"
43.86,South,8,"Cream Soda"
50.4,South,8,"Cream Soda"
7.84,South,8,"Cream Soda"
53.76,South,8,"Cream Soda"
80,South,8,"Cream Soda"
1.25,South,8,"Cream Soda"
35,South,8,"Cream Soda"
8.75,South,8,"Cream Soda"
0.96,South,8,"Cream Soda"
65.28,South,8,"Cream Soda"
29.76,South,8,"Cream Soda"
19.5,South,8,"Cream Soda"
15.6,South,8,"Cream Soda"
94.9,South,8,"Cream Soda"
120,South,8,"Cream Soda"
12.1,South,8,"Cream Soda"
19.8,South,8,"Cream Soda"
78.1,South,8,"Cream Soda"
9,South,8,"Cream Soda"
30,South,8,"Cream Soda"
3,South,8,"Cream Soda"
58,South,8,"Cream Soda"
77,South,8,"Cream Soda"
11,South,8,"Cream Soda"
12,South,8,"Cream Soda"
90,South,8,"Cream Soda"
72.8,South,8,"Cream Soda"
7.2,South,8,"Cream Soda"
80,South,8,"Cream Soda"
100,South,8,"Cream Soda"
43.2,South,8,"Cream Soda"
46.8,South,8,"Cream Soda"
100,South,8,"Cream Soda"
28.8,South,8,"Cream Soda"
39.6,South,8,"Cream Soda"
21.6,South,8,"Cream Soda"
7.5,South,8,"Cream Soda"
6,South,8,"Cream Soda"
36.5,South,8,"Cream Soda"
40,South,8,"Cream Soda"
4.4,South,8,"Cream Soda"
7.2,South,8,"Cream Soda"
28.4,South,8,"Cream Soda"
3.6,South,8,"Cream Soda"
12,South,8,"Cream Soda"
1.2,South,8,"Cream Soda"
23.2,South,8,"Cream Soda"
30.8,South,8,"Cream Soda"
4.4,South,8,"Cream Soda"
4.8,South,8,"Cream Soda"
30,South,8,"Cream Soda"
27.3,South,8,"Cream Soda"
2.7,South,8,"Cream Soda"
30,South,8,"Cream Soda"
40,South,8,"Cream Soda"
14.4,South,8,"Cream Soda"
15.6,South,8,"Cream Soda"
40,South,8,"Cream Soda"
9.6,South,8,"Cream Soda"
13.2,South,8,"Cream Soda"
7.2,South,8,"Cream Soda"
1.5,South,8,"Cream Soda"
1.2,South,8,"Cream Soda"
7.3,South,8,"Cream Soda"
10,South,8,"Cream Soda"
1.1,South,8,"Cream Soda"
1.8,South,8,"Cream Soda"
7.1,South,8,"Cream Soda"
0.9,South,8,"Cream Soda"
3,South,8,"Cream Soda"
0.3,South,8,"Cream Soda"
5.8,South,8,"Cream Soda"
7.7,South,8,"Cream Soda"
1.1,South,8,"Cream Soda"
1.2,South,8,"Cream Soda"
10,South,8,"Cream Soda"
10,South,8,"Cream Soda"
10,South,8,"Cream Soda"
3.2,South,8,"Cream Soda"
4.4,South,8,"Cream Soda"
2.4,South,8,"Cream Soda"
3,South,8,"Cream Soda"
2.4,South,8,"Cream Soda"
14.6,South,8,"Cream Soda"
20,South,8,"Cream Soda"
2.2,South,8,"Cream Soda"
3.6,South,8,"Cream Soda"
14.2,South,8,"Cream Soda"
1.8,South,8,"Cream Soda"
6,South,8,"Cream Soda"
0.6,South,8,"Cream Soda"
11.6,South,8,"Cream Soda"
15.4,South,8,"Cream Soda"
2.2,South,8,"Cream Soda"
2.4,South,8,"Cream Soda"
20,South,8,"Cream Soda"
18.2,South,8,"Cream Soda"
1.8,South,8,"Cream Soda"
20,South,8,"Cream Soda"
20,South,8,"Cream Soda"
4.8,South,8,"Cream Soda"
5.2,South,8,"Cream Soda"
20,South,8,"Cream Soda"
6.4,South,8,"Cream Soda"
8.8,South,8,"Cream Soda"
4.8,South,8,"Cream Soda"
51,South,8,"Cream Soda"
40.8,South,8,"Cream Soda"
248.2,South,8,"Cream Soda"
19.5,South,8,"Cream Soda"
15.6,South,8,"Cream Soda"
94.9,South,8,"Cream Soda"
110,South,8,"Cream Soda"
14.3,South,8,"Cream Soda"
23.4,South,8,"Cream Soda"
92.3,South,8,"Cream Soda"
10.8,South,8,"Cream Soda"
36,South,8,"Cream Soda"
3.6,South,8,"Cream Soda"
69.6,South,8,"Cream Soda"
100.1,South,8,"Cream Soda"
14.3,South,8,"Cream Soda"
15.6,South,8,"Cream Soda"
100,South,8,"Cream Soda"
63.7,South,8,"Cream Soda"
6.3,South,8,"Cream Soda"
70,South,8,"Cream Soda"
90,South,8,"Cream Soda"
43.2,South,8,"Cream Soda"
46.8,South,8,"Cream Soda"
120,South,8,"Cream Soda"
28.8,South,8,"Cream Soda"
39.6,South,8,"Cream Soda"
21.6,South,8,"Cream Soda"
135.8,South,10,"Cream Soda"
4.2,South,10,"Cream Soda"
5.6,South,10,"Cream Soda"
120.4,South,10,"Cream Soda"
4.2,South,10,"Cream Soda"
9.8,South,10,"Cream Soda"
40.2,South,10,"Cream Soda"
58.96,South,10,"Cream Soda"
34.84,South,10,"Cream Soda"
43.86,South,10,"Cream Soda"
24.51,South,10,"Cream Soda"
24.51,South,10,"Cream Soda"
36.12,South,10,"Cream Soda"
30.75,South,10,"Cream Soda"
34.44,South,10,"Cream Soda"
57.81,South,10,"Cream Soda"
8.26,South,10,"Cream Soda"
16.52,South,10,"Cream Soda"
22.42,South,10,"Cream Soda"
70.8,South,10,"Cream Soda"
110,South,10,"Cream Soda"
63.72,South,10,"Cream Soda"
18.36,South,10,"Cream Soda"
10.8,South,10,"Cream Soda"
15.12,South,10,"Cream Soda"
11.25,South,10,"Cream Soda"
27.5,South,10,"Cream Soda"
86.25,South,10,"Cream Soda"
31.98,South,10,"Cream Soda"
24.6,South,10,"Cream Soda"
66.42,South,10,"Cream Soda"
64.86,South,10,"Cream Soda"
73.14,South,10,"Cream Soda"
127,South,10,"Cream Soda"
58.2,South,10,"Cream Soda"
1.8,South,10,"Cream Soda"
2.4,South,10,"Cream Soda"
51.6,South,10,"Cream Soda"
1.8,South,10,"Cream Soda"
4.2,South,10,"Cream Soda"
17.1,South,10,"Cream Soda"
25.08,South,10,"Cream Soda"
14.82,South,10,"Cream Soda"
18.7,South,10,"Cream Soda"
10.45,South,10,"Cream Soda"
10.45,South,10,"Cream Soda"
15.4,South,10,"Cream Soda"
13,South,10,"Cream Soda"
14.56,South,10,"Cream Soda"
24.44,South,10,"Cream Soda"
3.5,South,10,"Cream Soda"
7,South,10,"Cream Soda"
9.5,South,10,"Cream Soda"
30,South,10,"Cream Soda"
47,South,10,"Cream Soda"
27.14,South,10,"Cream Soda"
7.82,South,10,"Cream Soda"
4.6,South,10,"Cream Soda"
6.44,South,10,"Cream Soda"
4.77,South,10,"Cream Soda"
11.66,South,10,"Cream Soda"
36.57,South,10,"Cream Soda"
13.52,South,10,"Cream Soda"
10.4,South,10,"Cream Soda"
28.08,South,10,"Cream Soda"
27.73,South,10,"Cream Soda"
31.27,South,10,"Cream Soda"
54,South,10,"Cream Soda"
18.43,South,10,"Cream Soda"
0.57,South,10,"Cream Soda"
0.76,South,10,"Cream Soda"
16.34,South,10,"Cream Soda"
0.57,South,10,"Cream Soda"
1.33,South,10,"Cream Soda"
5.4,South,10,"Cream Soda"
7.92,South,10,"Cream Soda"
4.68,South,10,"Cream Soda"
6.12,South,10,"Cream Soda"
3.42,South,10,"Cream Soda"
3.42,South,10,"Cream Soda"
5.04,South,10,"Cream Soda"
4.25,South,10,"Cream Soda"
4.76,South,10,"Cream Soda"
7.99,South,10,"Cream Soda"
1.12,South,10,"Cream Soda"
2.24,South,10,"Cream Soda"
3.04,South,10,"Cream Soda"
9.6,South,10,"Cream Soda"
15,South,10,"Cream Soda"
8.85,South,10,"Cream Soda"
2.55,South,10,"Cream Soda"
1.5,South,10,"Cream Soda"
2.1,South,10,"Cream Soda"
1.53,South,10,"Cream Soda"
3.74,South,10,"Cream Soda"
11.73,South,10,"Cream Soda"
4.42,South,10,"Cream Soda"
3.4,South,10,"Cream Soda"
9.18,South,10,"Cream Soda"
8.93,South,10,"Cream Soda"
10.07,South,10,"Cream Soda"
17,South,10,"Cream Soda"
26.19,South,10,"Cream Soda"
0.81,South,10,"Cream Soda"
1.08,South,10,"Cream Soda"
23.22,South,10,"Cream Soda"
0.81,South,10,"Cream Soda"
1.89,South,10,"Cream Soda"
8.1,South,10,"Cream Soda"
11.88,South,10,"Cream Soda"
7.02,South,10,"Cream Soda"
9.18,South,10,"Cream Soda"
5.13,South,10,"Cream Soda"
5.13,South,10,"Cream Soda"
7.56,South,10,"Cream Soda"
6.75,South,10,"Cream Soda"
7.56,South,10,"Cream Soda"
12.69,South,10,"Cream Soda"
1.89,South,10,"Cream Soda"
3.78,South,10,"Cream Soda"
5.13,South,10,"Cream Soda"
16.2,South,10,"Cream Soda"
27,South,10,"Cream Soda"
15.93,South,10,"Cream Soda"
4.59,South,10,"Cream Soda"
2.7,South,10,"Cream Soda"
3.78,South,10,"Cream Soda"
2.43,South,10,"Cream Soda"
5.94,South,10,"Cream Soda"
18.63,South,10,"Cream Soda"
7.02,South,10,"Cream Soda"
5.4,South,10,"Cream Soda"
14.58,South,10,"Cream Soda"
12.69,South,10,"Cream Soda"
14.31,South,10,"Cream Soda"
27,South,10,"Cream Soda"
0.97,South,10,"Cream Soda"
0.03,South,10,"Cream Soda"
0.04,South,10,"Cream Soda"
0.86,South,10,"Cream Soda"
0.03,South,10,"Cream Soda"
0.07,South,10,"Cream Soda"
0.3,South,10,"Cream Soda"
0.44,South,10,"Cream Soda"
0.26,South,10,"Cream Soda"
0.34,South,10,"Cream Soda"
0.19,South,10,"Cream Soda"
0.19,South,10,"Cream Soda"
0.28,South,10,"Cream Soda"
0.07,South,10,"Cream Soda"
0.14,South,10,"Cream Soda"
0.19,South,10,"Cream Soda"
0.6,South,10,"Cream Soda"
1,South,10,"Cream Soda"
0.59,South,10,"Cream Soda"
0.17,South,10,"Cream Soda"
0.1,South,10,"Cream Soda"
0.14,South,10,"Cream Soda"
0.09,South,10,"Cream Soda"
0.22,South,10,"Cream Soda"
0.69,South,10,"Cream Soda"
0.26,South,10,"Cream Soda"
0.2,South,10,"Cream Soda"
0.54,South,10,"Cream Soda"
0.47,South,10,"Cream Soda"
0.53,South,10,"Cream Soda"
1,South,10,"Cream Soda"
325.92,South,10,"Cream Soda"
10.08,South,10,"Cream Soda"
129.01,South,10,"Cream Soda"
3.99,South,10,"Cream Soda"
5.36,South,10,"Cream Soda"
115.24,South,10,"Cream Soda"
4.02,South,10,"Cream Soda"
9.38,South,10,"Cream Soda"
44.1,South,10,"Cream Soda"
64.68,South,10,"Cream Soda"
38.22,South,10,"Cream Soda"
52.36,South,10,"Cream Soda"
29.26,South,10,"Cream Soda"
29.26,South,10,"Cream Soda"
43.12,South,10,"Cream Soda"
39.75,South,10,"Cream Soda"
44.52,South,10,"Cream Soda"
74.73,South,10,"Cream Soda"
9.87,South,10,"Cream Soda"
19.74,South,10,"Cream Soda"
26.79,South,10,"Cream Soda"
84.6,South,10,"Cream Soda"
105,South,10,"Cream Soda"
60.77,South,10,"Cream Soda"
17.51,South,10,"Cream Soda"
10.3,South,10,"Cream Soda"
14.42,South,10,"Cream Soda"
10.8,South,10,"Cream Soda"
26.4,South,10,"Cream Soda"
82.8,South,10,"Cream Soda"
33.54,South,10,"Cream Soda"
25.8,South,10,"Cream Soda"
69.66,South,10,"Cream Soda"
70.97,South,10,"Cream Soda"
80.03,South,10,"Cream Soda"
121,South,10,"Cream Soda"
130,South,10,"Cream Soda"
115.7,South,10,"Cream Soda"
14.3,South,10,"Cream Soda"
19.5,South,10,"Cream Soda"
36.4,South,10,"Cream Soda"
74.1,South,10,"Cream Soda"
103.2,South,10,"Cream Soda"
16.8,South,10,"Cream Soda"
120,South,10,"Cream Soda"
35.2,South,10,"Cream Soda"
30.8,South,10,"Cream Soda"
44,South,10,"Cream Soda"
1,South,10,"Cream Soda"
28,South,10,"Cream Soda"
71,South,10,"Cream Soda"
100,South,10,"Cream Soda"
120,South,10,"Cream Soda"
8.8,South,10,"Cream Soda"
35.2,South,10,"Cream Soda"
3.3,South,10,"Cream Soda"
62.7,South,10,"Cream Soda"
61.2,South,10,"Cream Soda"
58.8,South,10,"Cream Soda"
1.1,South,10,"Cream Soda"
62.7,South,10,"Cream Soda"
46.2,South,10,"Cream Soda"
50,South,10,"Cream Soda"
44.5,South,10,"Cream Soda"
5.5,South,10,"Cream Soda"
7.5,South,10,"Cream Soda"
14,South,10,"Cream Soda"
28.5,South,10,"Cream Soda"
43,South,10,"Cream Soda"
7,South,10,"Cream Soda"
40,South,10,"Cream Soda"
12.8,South,10,"Cream Soda"
11.2,South,10,"Cream Soda"
16,South,10,"Cream Soda"
0.4,South,10,"Cream Soda"
11.2,South,10,"Cream Soda"
28.4,South,10,"Cream Soda"
40,South,10,"Cream Soda"
50,South,10,"Cream Soda"
9.6,South,10,"Cream Soda"
2.4,South,10,"Cream Soda"
0.9,South,10,"Cream Soda"
17.1,South,10,"Cream Soda"
25.5,South,10,"Cream Soda"
24.5,South,10,"Cream Soda"
0.5,South,10,"Cream Soda"
28.5,South,10,"Cream Soda"
21,South,10,"Cream Soda"
10,South,10,"Cream Soda"
8.9,South,10,"Cream Soda"
1.1,South,10,"Cream Soda"
1.5,South,10,"Cream Soda"
2.8,South,10,"Cream Soda"
5.7,South,10,"Cream Soda"
8.6,South,10,"Cream Soda"
1.4,South,10,"Cream Soda"
10,South,10,"Cream Soda"
3.2,South,10,"Cream Soda"
2.8,South,10,"Cream Soda"
4,South,10,"Cream Soda"
0.1,South,10,"Cream Soda"
2.8,South,10,"Cream Soda"
7.1,South,10,"Cream Soda"
10,South,10,"Cream Soda"
10,South,10,"Cream Soda"
5.1,South,10,"Cream Soda"
4.9,South,10,"Cream Soda"
0.1,South,10,"Cream Soda"
5.7,South,10,"Cream Soda"
4.2,South,10,"Cream Soda"
20,South,10,"Cream Soda"
17.8,South,10,"Cream Soda"
2.2,South,10,"Cream Soda"
3,South,10,"Cream Soda"
5.6,South,10,"Cream Soda"
11.4,South,10,"Cream Soda"
17.2,South,10,"Cream Soda"
2.8,South,10,"Cream Soda"
20,South,10,"Cream Soda"
6.4,South,10,"Cream Soda"
5.6,South,10,"Cream Soda"
8,South,10,"Cream Soda"
0.2,South,10,"Cream Soda"
5.6,South,10,"Cream Soda"
14.2,South,10,"Cream Soda"
20,South,10,"Cream Soda"
20,South,10,"Cream Soda"
0.8,South,10,"Cream Soda"
3.2,South,10,"Cream Soda"
0.3,South,10,"Cream Soda"
5.7,South,10,"Cream Soda"
10.2,South,10,"Cream Soda"
9.8,South,10,"Cream Soda"
0.2,South,10,"Cream Soda"
11.4,South,10,"Cream Soda"
8.4,South,10,"Cream Soda"
310,South,10,"Cream Soda"
130,South,10,"Cream Soda"
115.7,South,10,"Cream Soda"
14.3,South,10,"Cream Soda"
21,South,10,"Cream Soda"
39.2,South,10,"Cream Soda"
79.8,South,10,"Cream Soda"
129,South,10,"Cream Soda"
21,South,10,"Cream Soda"
150,South,10,"Cream Soda"
41.6,South,10,"Cream Soda"
36.4,South,10,"Cream Soda"
52,South,10,"Cream Soda"
1,South,10,"Cream Soda"
28,South,10,"Cream Soda"
71,South,10,"Cream Soda"
100,South,10,"Cream Soda"
110,South,10,"Cream Soda"
8.8,South,10,"Cream Soda"
35.2,South,10,"Cream Soda"
3.3,South,10,"Cream Soda"
62.7,South,10,"Cream Soda"
71.4,South,10,"Cream Soda"
68.6,South,10,"Cream Soda"
1.1,South,10,"Cream Soda"
62.7,South,10,"Cream Soda"
46.2,South,10,"Cream Soda"
44,South,1,Colas
56,South,1,Colas
100,South,1,Colas
18.62,South,1,Colas
54.88,South,1,Colas
22.54,South,1,Colas
1.96,South,1,Colas
106,South,1,Colas
99,South,1,Colas
25.74,South,1,Colas
73.26,South,1,Colas
29.14,South,1,Colas
12.22,South,1,Colas
52.64,South,1,Colas
66.65,South,1,Colas
88.35,South,1,Colas
40.6,South,1,Colas
4.2,South,1,Colas
2.8,South,1,Colas
92.4,South,1,Colas
205,South,1,Colas
6,South,1,Colas
194,South,1,Colas
1.85,South,1,Colas
179.45,South,1,Colas
3.7,South,1,Colas
19.36,South,1,Colas
24.64,South,1,Colas
44,South,1,Colas
8.17,South,1,Colas
24.08,South,1,Colas
9.89,South,1,Colas
0.86,South,1,Colas
46,South,1,Colas
43,South,1,Colas
11.18,South,1,Colas
31.82,South,1,Colas
12.71,South,1,Colas
5.33,South,1,Colas
22.96,South,1,Colas
29.24,South,1,Colas
38.76,South,1,Colas
17.69,South,1,Colas
1.83,South,1,Colas
1.22,South,1,Colas
40.26,South,1,Colas
90,South,1,Colas
2.64,South,1,Colas
85.36,South,1,Colas
0.81,South,1,Colas
78.57,South,1,Colas
1.62,South,1,Colas
6.16,South,1,Colas
7.84,South,1,Colas
14,South,1,Colas
2.66,South,1,Colas
7.84,South,1,Colas
3.22,South,1,Colas
0.28,South,1,Colas
15,South,1,Colas
14,South,1,Colas
3.64,South,1,Colas
10.36,South,1,Colas
4.03,South,1,Colas
1.69,South,1,Colas
7.28,South,1,Colas
9.46,South,1,Colas
12.54,South,1,Colas
5.8,South,1,Colas
0.6,South,1,Colas
0.4,South,1,Colas
13.2,South,1,Colas
29,South,1,Colas
0.87,South,1,Colas
28.13,South,1,Colas
0.26,South,1,Colas
25.22,South,1,Colas
0.52,South,1,Colas
5.28,South,1,Colas
6.72,South,1,Colas
12,South,1,Colas
2.28,South,1,Colas
6.72,South,1,Colas
2.76,South,1,Colas
0.24,South,1,Colas
12,South,1,Colas
12,South,1,Colas
3.12,South,1,Colas
8.88,South,1,Colas
3.72,South,1,Colas
1.56,South,1,Colas
6.72,South,1,Colas
5.16,South,1,Colas
6.84,South,1,Colas
3.48,South,1,Colas
0.36,South,1,Colas
