scenarioid,marketing,sales,cogs,TRANSDATE,region
1,29,230,96,"2000-09-16 00:00:00",South
2,0.8,2.2,0.9,"2000-04-07 00:00:00",South
1,32.68,86.26,36.1,"2000-04-11 00:00:00",South
1,53.32,140.74,58.9,"2000-04-18 00:00:00",South
2,79.2,217.8,89.1,"2000-04-17 00:00:00",South
2,1.1,3.1,1.2,"2000-08-23 00:00:00",South
2,5.5,15.5,6,"2000-08-13 00:00:00",South
1,13.2,34.87,14.63,"2000-08-04 00:00:00",South
2,13.2,37.2,14.4,"2000-08-13 00:00:00",South
1,33.6,88.76,37.24,"2000-08-08 00:00:00",South
1,73.2,193.37,81.13,"2000-08-23 00:00:00",South
2,90.2,254.2,98.4,"2000-08-12 00:00:00",South
2,33.3,85.1,33.3,"2000-12-02 00:00:00",South
1,35.15,92.5,38.85,"2000-12-25 00:00:00",South
2,56.7,144.9,56.7,"2000-12-01 00:00:00",South
1,59.85,157.5,66.15,"2000-12-25 00:00:00",South
2,70,210,80,"2000-02-07 00:00:00",South
1,83,220,92,"2000-02-04 00:00:00",South
2,7.8,23.4,9.1,"2000-01-08 00:00:00",South
2,9.6,28.8,11.2,"2000-01-21 00:00:00",South
2,19.8,59.4,23.1,"2000-01-23 00:00:00",South
2,22.8,68.4,26.6,"2000-01-27 00:00:00",South
1,72,190,79,"2000-01-18 00:00:00",South
2,13,37.7,14.3,"2000-07-16 00:00:00",South
2,87,252.3,95.7,"2000-07-28 00:00:00",South
1,112,297,124,"2000-07-06 00:00:00",South
2,2.7,7.5,3,"2000-06-06 00:00:00",South
1,3,7.92,3.3,"2000-06-15 00:00:00",South
2,8.1,22.5,9,"2000-06-24 00:00:00",South
1,32,84.48,35.2,"2000-06-08 00:00:00",South
1,65,171.6,71.5,"2000-06-25 00:00:00",South
2,79.2,220,88,"2000-06-15 00:00:00",South
1,6.02,15.89,6.65,"2000-03-11 00:00:00",South
1,18.06,47.67,19.95,"2000-03-23 00:00:00",South
1,28.38,74.91,31.35,"2000-03-13 00:00:00",South
1,33.54,88.53,37.05,"2000-03-16 00:00:00",South
2,80,220,90,"2000-03-12 00:00:00",South
2,25.2,75.6,28.8,"2000-05-27 00:00:00",South
2,44.8,134.4,51.2,"2000-05-23 00:00:00",South
1,83,221,92,"2000-05-26 00:00:00",South
2,5.6,14,5.6,"2000-11-13 00:00:00",South
1,16.15,42.56,17.86,"2000-11-21 00:00:00",South
1,23.8,62.72,26.32,"2000-11-08 00:00:00",South
1,45.05,118.72,49.82,"2000-11-16 00:00:00",South
2,74.4,186,74.4,"2000-11-27 00:00:00",South
2,23.1,66,26.4,"2000-10-19 00:00:00",South
1,41.76,110.4,46.08,"2000-10-22 00:00:00",South
1,45.24,119.6,49.92,"2000-10-06 00:00:00",South
2,46.9,134,53.6,"2000-10-18 00:00:00",South
2,11.9,35.7,13.6,"2000-09-04 00:00:00",South
2,21,63,24,"2000-09-27 00:00:00",South
2,37.1,111.3,42.4,"2000-09-07 00:00:00",South
1,84,223,93,"2000-09-23 00:00:00",South
1,7.98,48.26,21.66,"2000-04-28 00:00:00",South
1,13.02,78.74,35.34,"2000-04-07 00:00:00",South
2,10,120,50,"2000-04-09 00:00:00",South
1,0.23,1.4,0.63,"2000-08-02 00:00:00",South
1,1.61,9.8,4.41,"2000-08-09 00:00:00",South
1,1.84,11.2,5.04,"2000-08-05 00:00:00",South
2,8.6,55.9,25.8,"2000-08-09 00:00:00",South
2,11.4,74.1,34.2,"2000-08-21 00:00:00",South
1,19.32,117.6,52.92,"2000-08-18 00:00:00",South
1,1.2,7.25,3.25,"2000-12-12 00:00:00",South
1,1.68,10.15,4.55,"2000-12-28 00:00:00",South
1,21.12,127.6,57.2,"2000-12-22 00:00:00",South
2,20,130,60,"2000-12-10 00:00:00",South
2,0.3,3.3,1.5,"2000-02-17 00:00:00",South
2,1.5,16.5,7.5,"2000-02-07 00:00:00",South
2,8.2,90.2,41,"2000-02-04 00:00:00",South
1,20,118,53,"2000-02-07 00:00:00",South
1,1.6,9.6,4.32,"2000-01-20 00:00:00",South
1,4,24,10.8,"2000-01-27 00:00:00",South
1,6.2,37.2,16.74,"2000-01-18 00:00:00",South
2,3.6,39.6,18,"2000-01-22 00:00:00",South
1,8.2,49.2,22.14,"2000-01-16 00:00:00",South
2,6.4,70.4,32,"2000-01-25 00:00:00",South
1,7.04,42.56,18.88,"2000-07-27 00:00:00",South
1,14.96,90.44,40.12,"2000-07-20 00:00:00",South
2,20,130,50,"2000-07-01 00:00:00",South
1,0.22,1.33,0.59,"2000-06-12 00:00:00",South
1,4.62,27.93,12.39,"2000-06-20 00:00:00",South
1,6.16,37.24,16.52,"2000-06-21 00:00:00",South
1,11,66.5,29.5,"2000-06-20 00:00:00",South
2,20,130,50,"2000-06-21 00:00:00",South
1,2.4,14.4,6.48,"2000-03-03 00:00:00",South
1,3.8,22.8,10.26,"2000-03-06 00:00:00",South
2,2.5,27.5,12.5,"2000-03-28 00:00:00",South
1,13.8,82.8,37.26,"2000-03-21 00:00:00",South
2,7.5,82.5,37.5,"2000-03-26 00:00:00",South
2,3,18,7.5,"2000-05-01 00:00:00",South
2,7,42,17.5,"2000-05-14 00:00:00",South
2,10,60,25,"2000-05-19 00:00:00",South
1,22,130,58,"2000-05-04 00:00:00",South
1,0.4,2.42,1.08,"2000-11-06 00:00:00",South
2,4,44,20,"2000-11-28 00:00:00",South
1,7.6,45.98,20.52,"2000-11-18 00:00:00",South
2,6,66,30,"2000-11-07 00:00:00",South
1,12,72.6,32.4,"2000-11-10 00:00:00",South
1,0.63,3.78,1.68,"2000-10-25 00:00:00",South
1,0.63,3.78,1.68,"2000-10-15 00:00:00",South
1,9.66,57.96,25.76,"2000-10-16 00:00:00",South
1,10.08,60.48,26.88,"2000-10-03 00:00:00",South
2,0,110,40,"2000-10-27 00:00:00",South
1,12.5,74.5,33.5,"2000-09-15 00:00:00",South
1,12.5,74.5,33.5,"2000-09-12 00:00:00",South
2,20,140,60,"2000-09-16 00:00:00",South
1,0.36,3.44,1.4,"2000-04-20 00:00:00",South
1,8.64,82.56,33.6,"2000-04-17 00:00:00",South
2,0,100,40,"2000-04-09 00:00:00",South
1,0.13,1.18,0.48,"2000-08-21 00:00:00",South
2,0.3,4.2,1.8,"2000-08-03 00:00:00",South
1,0.52,4.72,1.92,"2000-08-14 00:00:00",South
1,1.17,10.62,4.32,"2000-08-15 00:00:00",South
2,3.9,54.6,23.4,"2000-08-16 00:00:00",South
2,5.8,81.2,34.8,"2000-08-20 00:00:00",South
1,11.18,101.48,41.28,"2000-08-18 00:00:00",South
1,13,120,49,"2000-12-07 00:00:00",South
2,10,140,50,"2000-12-27 00:00:00",South
1,0.3,2.82,1.14,"2000-02-24 00:00:00",South
1,0.5,4.7,1.9,"2000-02-27 00:00:00",South
1,0.7,6.58,2.66,"2000-02-24 00:00:00",South
1,8.5,79.9,32.3,"2000-02-26 00:00:00",South
2,0,110,40,"2000-02-07 00:00:00",South
2,0,33,13.2,"2000-01-01 00:00:00",South
2,0,67,26.8,"2000-01-15 00:00:00",South
1,9,85,34,"2000-01-11 00:00:00",South
2,0.1,1.2,0.5,"2000-07-09 00:00:00",South
2,0.4,4.8,2,"2000-07-13 00:00:00",South
2,0.5,6,2.5,"2000-07-26 00:00:00",South
1,11,99,40,"2000-07-21 00:00:00",South
2,9,108,45,"2000-07-23 00:00:00",South
1,12,107,43,"2000-06-12 00:00:00",South
2,10,130,50,"2000-06-25 00:00:00",South
2,0,1,0.4,"2000-03-10 00:00:00",South
2,0,2,0.8,"2000-03-17 00:00:00",South
2,0,3,1.2,"2000-03-18 00:00:00",South
1,9,82,33,"2000-03-05 00:00:00",South
2,0,94,37.6,"2000-03-21 00:00:00",South
1,11,99,40,"2000-05-14 00:00:00",South
2,10,120,50,"2000-05-04 00:00:00",South
1,13,115,47,"2000-11-23 00:00:00",South
2,10,130,50,"2000-11-19 00:00:00",South
1,0.52,4.76,1.92,"2000-10-24 00:00:00",South
1,2.08,19.04,7.68,"2000-10-10 00:00:00",South
1,10.4,95.2,38.4,"2000-10-25 00:00:00",South
2,10,160,70,"2000-10-03 00:00:00",South
1,0.39,3.57,1.44,"2000-09-14 00:00:00",South
1,1.43,13.09,5.28,"2000-09-13 00:00:00",South
1,11.18,102.34,41.28,"2000-09-18 00:00:00",South
2,10,140,60,"2000-09-10 00:00:00",South
1,1.43,13.31,5.39,"2000-04-22 00:00:00",South
2,2.6,39,15.6,"2000-04-15 00:00:00",South
2,7.4,111,44.4,"2000-04-20 00:00:00",South
1,11.57,107.69,43.61,"2000-04-17 00:00:00",South
1,1.53,13.86,5.67,"2000-08-12 00:00:00",South
1,6.29,56.98,23.31,"2000-08-25 00:00:00",South
1,9.18,83.16,34.02,"2000-08-26 00:00:00",South
2,10,190,70,"2000-08-09 00:00:00",South
1,0.54,5.1,2.04,"2000-12-23 00:00:00",South
2,0,11,4.4,"2000-12-10 00:00:00",South
1,1.44,13.6,5.44,"2000-12-18 00:00:00",South
1,7.02,66.3,26.52,"2000-12-12 00:00:00",South
2,0,89,35.6,"2000-12-08 00:00:00",South
1,13,115,47,"2000-02-26 00:00:00",South
2,10,140,50,"2000-02-27 00:00:00",South
1,2.61,23.49,9.57,"2000-01-01 00:00:00",South
2,0,48,19.2,"2000-01-08 00:00:00",South
2,0,52,20.8,"2000-01-09 00:00:00",South
1,6.39,57.51,23.43,"2000-01-27 00:00:00",South
1,2.24,20.16,8.26,"2000-07-18 00:00:00",South
2,1.4,25.2,9.8,"2000-07-25 00:00:00",South
1,13.76,123.84,50.74,"2000-07-07 00:00:00",South
2,8.6,154.8,60.2,"2000-07-20 00:00:00",South
2,2,36,14,"2000-06-15 00:00:00",South
1,4.8,43.2,17.7,"2000-06-14 00:00:00",South
1,11.2,100.8,41.3,"2000-06-20 00:00:00",South
2,8,144,56,"2000-06-24 00:00:00",South
1,0.13,1.21,0.49,"2000-03-15 00:00:00",South
2,0.4,6,2.4,"2000-03-10 00:00:00",South
1,3.64,33.88,13.72,"2000-03-24 00:00:00",South
2,4.7,70.5,28.2,"2000-03-25 00:00:00",South
2,4.9,73.5,29.4,"2000-03-02 00:00:00",South
1,9.23,85.91,34.79,"2000-03-06 00:00:00",South
1,0.28,2.6,1.06,"2000-05-11 00:00:00",South
1,1.68,15.6,6.36,"2000-05-03 00:00:00",South
1,12.04,111.8,45.58,"2000-05-23 00:00:00",South
2,10,160,60,"2000-05-21 00:00:00",South
1,2.96,28.86,11.47,"2000-11-04 00:00:00",South
1,5.04,49.14,19.53,"2000-11-06 00:00:00",South
2,0,90,30,"2000-11-25 00:00:00",South
2,0.1,1.6,0.7,"2000-10-04 00:00:00",South
1,1.04,9.44,3.84,"2000-10-02 00:00:00",South
1,1.82,16.52,6.72,"2000-10-26 00:00:00",South
1,4.03,36.58,14.88,"2000-10-18 00:00:00",South
2,3.5,56,24.5,"2000-10-01 00:00:00",South
1,6.11,55.46,22.56,"2000-10-10 00:00:00",South
2,6.4,102.4,44.8,"2000-10-04 00:00:00",South
2,0.2,3,1.2,"2000-09-14 00:00:00",South
2,0.4,6,2.4,"2000-09-22 00:00:00",South
1,14,126,51,"2000-09-06 00:00:00",South
2,9.4,141,56.4,"2000-09-12 00:00:00",South
1,0.15,1.33,0.49,"2000-04-28 00:00:00",South
1,0.3,2.66,0.98,"2000-04-16 00:00:00",South
1,2.55,22.61,8.33,"2000-04-22 00:00:00",South
2,4.3,47.3,17.2,"2000-04-07 00:00:00",South
2,5.7,62.7,22.8,"2000-04-24 00:00:00",South
1,12,106.4,39.2,"2000-04-18 00:00:00",South
1,0.7,6.3,2.35,"2000-08-09 00:00:00",South
2,1.2,12,4.8,"2000-08-11 00:00:00",South
2,1.6,16,6.4,"2000-08-02 00:00:00",South
1,2.1,18.9,7.05,"2000-08-13 00:00:00",South
1,5.32,47.88,17.86,"2000-08-22 00:00:00",South
1,5.88,52.92,19.74,"2000-08-17 00:00:00",South
2,7.2,72,28.8,"2000-08-13 00:00:00",South
1,0.6,5.35,2.05,"2000-12-07 00:00:00",South
1,0.96,8.56,3.28,"2000-12-27 00:00:00",South
2,1.2,9.6,3.6,"2000-12-13 00:00:00",South
1,10.44,93.09,35.67,"2000-12-11 00:00:00",South
2,8.8,70.4,26.4,"2000-12-12 00:00:00",South
2,10,140,50,"2000-02-10 00:00:00",South
1,20,174,65,"2000-02-20 00:00:00",South
2,0.2,3,1,"2000-01-03 00:00:00",South
2,0.6,9,3,"2000-01-01 00:00:00",South
1,6,54,20.1,"2000-01-22 00:00:00",South
2,3.6,54,18,"2000-01-04 00:00:00",South
1,6.6,59.4,22.11,"2000-01-14 00:00:00",South
1,7.4,66.6,24.79,"2000-01-14 00:00:00",South
2,5.6,84,28,"2000-01-07 00:00:00",South
2,4.9,39.2,14.7,"2000-07-12 00:00:00",South
2,5.1,40.8,15.3,"2000-07-23 00:00:00",South
1,12,104,39,"2000-07-05 00:00:00",South
2,1.6,16,6.4,"2000-06-09 00:00:00",South
1,3.36,30,11.28,"2000-06-12 00:00:00",South
2,3.2,32,12.8,"2000-06-25 00:00:00",South
1,5.32,47.5,17.86,"2000-06-20 00:00:00",South
1,5.32,47.5,17.86,"2000-06-20 00:00:00",South
2,5.2,52,20.8,"2000-06-28 00:00:00",South
2,0.8,11.2,4,"2000-03-02 00:00:00",South
1,1.9,16.7,6.2,"2000-03-16 00:00:00",South
1,2.28,20.04,7.44,"2000-03-27 00:00:00",South
2,4.5,63,22.5,"2000-03-13 00:00:00",South
2,4.7,65.8,23.5,"2000-03-10 00:00:00",South
1,14.82,130.26,48.36,"2000-03-24 00:00:00",South
1,0.98,9.1,3.36,"2000-05-13 00:00:00",South
1,2.24,20.8,7.68,"2000-05-01 00:00:00",South
1,10.78,100.1,36.96,"2000-05-04 00:00:00",South
2,10,110,40,"2000-05-01 00:00:00",South
2,0.6,6,2.4,"2000-11-16 00:00:00",South
2,9.4,94,37.6,"2000-11-20 00:00:00",South
1,16,141,53,"2000-11-07 00:00:00",South
2,0,2,0.6,"2000-10-16 00:00:00",South
2,0,21,6.3,"2000-10-21 00:00:00",South
2,0,30,9,"2000-10-19 00:00:00",South
1,5.22,46.11,17.4,"2000-10-02 00:00:00",South
2,0,47,14.1,"2000-10-11 00:00:00",South
1,12.78,112.89,42.6,"2000-10-09 00:00:00",South
1,0.68,6.04,2.28,"2000-09-01 00:00:00",South
2,0.6,7.2,2.4,"2000-09-25 00:00:00",South
1,4.59,40.77,15.39,"2000-09-13 00:00:00",South
1,11.73,104.19,39.33,"2000-09-13 00:00:00",South
2,9.4,112.8,37.6,"2000-09-17 00:00:00",South
2,1.6,14.4,4.8,"2000-04-26 00:00:00",South
1,2.94,23.94,9.66,"2000-04-27 00:00:00",South
1,3.08,25.08,10.12,"2000-04-05 00:00:00",South
1,7.98,64.98,26.22,"2000-04-27 00:00:00",South
2,8.4,75.6,25.2,"2000-04-03 00:00:00",South
1,0.11,0.9,0.36,"2000-08-24 00:00:00",South
2,0.2,1.4,0.6,"2000-08-08 00:00:00",South
2,1.6,11.2,4.8,"2000-08-28 00:00:00",South
1,5.06,41.4,16.56,"2000-08-28 00:00:00",South
1,5.83,47.7,19.08,"2000-08-11 00:00:00",South
2,8.2,57.4,24.6,"2000-08-28 00:00:00",South
1,13,106,43,"2000-12-04 00:00:00",South
2,10,80,30,"2000-12-26 00:00:00",South
2,10,110,40,"2000-02-08 00:00:00",South
1,17,137,56,"2000-02-17 00:00:00",South
2,2.3,27.6,11.5,"2000-01-22 00:00:00",South
2,3.5,42,17.5,"2000-01-04 00:00:00",South
2,4.2,50.4,21,"2000-01-20 00:00:00",South
1,19,150,61,"2000-01-04 00:00:00",South
2,2.8,19.6,8.4,"2000-07-28 00:00:00",South
1,3.41,27.9,11.16,"2000-07-25 00:00:00",South
2,7.2,50.4,21.6,"2000-07-07 00:00:00",South
1,7.59,62.1,24.84,"2000-07-25 00:00:00",South
2,0.2,1.6,0.6,"2000-06-13 00:00:00",South
1,0.36,2.97,1.2,"2000-06-16 00:00:00",South
2,1.3,10.4,3.9,"2000-06-21 00:00:00",South
1,1.92,15.84,6.4,"2000-06-09 00:00:00",South
1,3.6,29.7,12,"2000-06-14 00:00:00",South
1,6.12,50.49,20.4,"2000-06-04 00:00:00",South
2,8.5,68,25.5,"2000-06-17 00:00:00",South
2,0.1,1.1,0.4,"2000-03-09 00:00:00",South
2,0.1,1.1,0.4,"2000-03-25 00:00:00",South
1,0.16,1.29,0.52,"2000-03-01 00:00:00",South
1,1.44,11.61,4.68,"2000-03-17 00:00:00",South
2,4,44,16,"2000-03-11 00:00:00",South
2,5.8,63.8,23.2,"2000-03-09 00:00:00",South
1,14.4,116.1,46.8,"2000-03-03 00:00:00",South
2,0.9,8.1,2.7,"2000-05-14 00:00:00",South
2,3.8,34.2,11.4,"2000-05-06 00:00:00",South
2,5.3,47.7,15.9,"2000-05-26 00:00:00",South
1,6.72,52.8,21.6,"2000-05-08 00:00:00",South
1,7.28,57.2,23.4,"2000-05-05 00:00:00",South
1,2.55,20.4,8.33,"2000-11-22 00:00:00",South
2,2,18,6,"2000-11-01 00:00:00",South
1,3.45,27.6,11.27,"2000-11-24 00:00:00",South
2,2.9,26.1,8.7,"2000-11-18 00:00:00",South
2,5.1,45.9,15.3,"2000-11-12 00:00:00",South
1,9,72,29.4,"2000-11-25 00:00:00",South
2,0,60,20,"2000-10-16 00:00:00",South
1,14,113,46,"2000-10-22 00:00:00",South
2,4.1,36.9,12.3,"2000-09-18 00:00:00",South
1,5.46,44.07,17.94,"2000-09-19 00:00:00",South
2,5.9,53.1,17.7,"2000-09-20 00:00:00",South
1,8.54,68.93,28.06,"2000-09-23 00:00:00",South
1,14.82,39,16.38,"2000-04-15 00:00:00",South
2,19,45.6,19,"2000-04-10 00:00:00",South
1,18.24,48,20.16,"2000-04-26 00:00:00",South
1,23.94,63,26.46,"2000-04-10 00:00:00",South
2,31,74.4,31,"2000-04-01 00:00:00",South
1,1.95,5.25,2.2,"2000-08-05 00:00:00",South
1,8.19,22.05,9.24,"2000-08-05 00:00:00",South
1,10.53,28.35,11.88,"2000-08-28 00:00:00",South
1,18.33,49.35,20.68,"2000-08-18 00:00:00",South
2,30,90,30,"2000-08-06 00:00:00",South
2,40,100,40,"2000-12-14 00:00:00",South
1,49,131,55,"2000-12-15 00:00:00",South
2,0.5,1.3,0.5,"2000-02-07 00:00:00",South
2,1,2.6,1,"2000-02-13 00:00:00",South
1,2.32,6.2,2.6,"2000-02-10 00:00:00",South
1,5.22,13.95,5.85,"2000-02-14 00:00:00",South
2,16,41.6,16,"2000-02-12 00:00:00",South
2,32.5,84.5,32.5,"2000-02-03 00:00:00",South
1,50.46,134.85,56.55,"2000-02-16 00:00:00",South
1,8.16,21.6,9,"2000-01-13 00:00:00",South
1,14.96,39.6,16.5,"2000-01-16 00:00:00",South
1,15.64,41.4,17.25,"2000-01-25 00:00:00",South
1,29.24,77.4,32.25,"2000-01-20 00:00:00",South
2,60,150,60,"2000-01-13 00:00:00",South
2,4.2,12.6,5.6,"2000-07-23 00:00:00",South
2,25.8,77.4,34.4,"2000-07-02 00:00:00",South
1,42,113,47,"2000-07-19 00:00:00",South
2,0.4,1.1,0.4,"2000-06-27 00:00:00",South
1,7.2,19.2,7.95,"2000-06-05 00:00:00",South
2,9.6,26.4,9.6,"2000-06-13 00:00:00",South
2,30,82.5,30,"2000-06-27 00:00:00",South
1,40.8,108.8,45.05,"2000-06-08 00:00:00",South
2,4.5,10.8,4.5,"2000-03-02 00:00:00",South
1,6.84,18,7.56,"2000-03-11 00:00:00",South
1,50.16,132,55.44,"2000-03-27 00:00:00",South
2,45.5,109.2,45.5,"2000-03-28 00:00:00",South
1,17.4,46.2,19.2,"2000-05-04 00:00:00",South
1,19.14,50.82,21.12,"2000-05-22 00:00:00",South
1,21.46,56.98,23.68,"2000-05-26 00:00:00",South
2,50,130,50,"2000-05-08 00:00:00",South
1,4.95,13.23,5.49,"2000-11-20 00:00:00",South
1,7.15,19.11,7.93,"2000-11-17 00:00:00",South
1,12.65,33.81,14.03,"2000-11-15 00:00:00",South
1,30.25,80.85,33.55,"2000-11-10 00:00:00",South
2,40,110,40,"2000-11-14 00:00:00",South
2,0.4,0.9,0.3,"2000-10-22 00:00:00",South
2,6,13.5,4.5,"2000-10-27 00:00:00",South
2,7.2,16.2,5.4,"2000-10-27 00:00:00",South
1,20.52,54.72,22.8,"2000-10-20 00:00:00",South
2,26.4,59.4,19.8,"2000-10-01 00:00:00",South
1,33.48,89.28,37.2,"2000-10-03 00:00:00",South
2,50,120,50,"2000-09-26 00:00:00",South
1,56,149,62,"2000-09-28 00:00:00",South
1,9.9,58.74,26.4,"2000-04-22 00:00:00",South
1,20.1,119.26,53.6,"2000-04-24 00:00:00",South
2,20,170,70,"2000-04-16 00:00:00",South
1,1.08,6.4,2.88,"2000-08-20 00:00:00",South
1,4.05,24,10.8,"2000-08-06 00:00:00",South
1,5.67,33.6,15.12,"2000-08-10 00:00:00",South
1,16.2,96,43.2,"2000-08-09 00:00:00",South
2,20,150,60,"2000-08-24 00:00:00",South
2,1.4,9.8,4.2,"2000-12-24 00:00:00",South
2,1.6,11.2,4.8,"2000-12-09 00:00:00",South
2,2.2,15.4,6.6,"2000-12-07 00:00:00",South
2,14.8,103.6,44.4,"2000-12-02 00:00:00",South
1,25,153,68,"2000-12-25 00:00:00",South
2,30,180,80,"2000-02-08 00:00:00",South
1,32,193,86,"2000-02-17 00:00:00",South
1,0.32,1.9,0.85,"2000-01-28 00:00:00",South
1,2.24,13.3,5.95,"2000-01-01 00:00:00",South
1,7.68,45.6,20.4,"2000-01-01 00:00:00",South
1,21.76,129.2,57.8,"2000-01-25 00:00:00",South
2,30,180,80,"2000-01-07 00:00:00",South
2,4,32,14,"2000-07-03 00:00:00",South
1,5.6,33.8,15.2,"2000-07-26 00:00:00",South
2,16,128,56,"2000-07-14 00:00:00",South
1,22.4,135.2,60.8,"2000-07-05 00:00:00",South
2,20,160,70,"2000-06-02 00:00:00",South
1,28,169,76,"2000-06-11 00:00:00",South
2,0.3,1.8,0.8,"2000-03-07 00:00:00",South
2,2.1,12.6,5.6,"2000-03-04 00:00:00",South
1,8,47.25,21.25,"2000-03-20 00:00:00",South
1,24,141.75,63.75,"2000-03-27 00:00:00",South
2,27.6,165.6,73.6,"2000-03-23 00:00:00",South
2,3.8,30.4,13.3,"2000-05-05 00:00:00",South
2,4.2,33.6,14.7,"2000-05-24 00:00:00",South
1,6.09,36.33,16.17,"2000-05-09 00:00:00",South
2,12,96,42,"2000-05-12 00:00:00",South
1,22.91,136.67,60.83,"2000-05-02 00:00:00",South
2,30,170,70,"2000-11-20 00:00:00",South
1,31,184,82,"2000-11-06 00:00:00",South
2,0.6,9,3.6,"2000-10-03 00:00:00",South
2,2.2,33,13.2,"2000-10-05 00:00:00",South
1,9.9,58.41,26.07,"2000-10-01 00:00:00",South
2,7.2,108,43.2,"2000-10-10 00:00:00",South
1,20.1,118.59,52.93,"2000-10-23 00:00:00",South
2,20,140,60,"2000-09-14 00:00:00",South
1,25,150,67,"2000-09-27 00:00:00",South
1,0.17,1.19,0.52,"2000-04-17 00:00:00",South
2,2.2,24.2,8.8,"2000-04-06 00:00:00",South
2,7.8,85.8,31.2,"2000-04-25 00:00:00",South
1,16.83,117.81,51.48,"2000-04-08 00:00:00",South
2,6.4,54.4,22.4,"2000-08-03 00:00:00",South
2,13.6,115.6,47.6,"2000-08-12 00:00:00",South
1,25,176,77,"2000-08-17 00:00:00",South
1,0.62,4.28,1.88,"2000-12-17 00:00:00",South
2,0.9,5.7,2.4,"2000-12-13 00:00:00",South
1,1.24,8.56,3.76,"2000-12-01 00:00:00",South
1,9.92,68.48,30.08,"2000-12-25 00:00:00",South
1,19.22,132.68,58.28,"2000-12-21 00:00:00",South
2,29.1,184.3,77.6,"2000-12-02 00:00:00",South
2,10,100,40,"2000-02-13 00:00:00",South
1,16,112,49,"2000-02-04 00:00:00",South
2,1.2,12,4.8,"2000-01-12 00:00:00",South
1,4.32,30.24,13.23,"2000-01-16 00:00:00",South
2,3.2,32,12.8,"2000-01-10 00:00:00",South
2,5.6,56,22.4,"2000-01-27 00:00:00",South
1,11.68,81.76,35.77,"2000-01-15 00:00:00",South
2,0.3,3,1.2,"2000-07-10 00:00:00",South
1,2.25,15.9,6.9,"2000-07-21 00:00:00",South
2,1.7,17,6.8,"2000-07-14 00:00:00",South
1,2.55,18.02,7.82,"2000-07-05 00:00:00",South
1,4.8,33.92,14.72,"2000-07-05 00:00:00",South
1,5.4,38.16,16.56,"2000-07-06 00:00:00",South
2,8,80,32,"2000-07-25 00:00:00",South
1,5.25,38.85,16.8,"2000-06-06 00:00:00",South
1,9.75,72.15,31.2,"2000-06-19 00:00:00",South
2,10,100,40,"2000-06-17 00:00:00",South
1,0.15,1.1,0.48,"2000-03-11 00:00:00",South
1,0.75,5.5,2.4,"2000-03-11 00:00:00",South
2,1.9,19,7.6,"2000-03-24 00:00:00",South
2,3,30,12,"2000-03-07 00:00:00",South
2,5.1,51,20.4,"2000-03-11 00:00:00",South
1,14.1,103.4,45.12,"2000-03-05 00:00:00",South
1,2.55,18.87,8.16,"2000-05-03 00:00:00",South
1,2.55,18.87,8.16,"2000-05-11 00:00:00",South
1,9.9,73.26,31.68,"2000-05-11 00:00:00",South
2,10,100,40,"2000-05-24 00:00:00",South
2,2.4,16.8,7.2,"2000-11-18 00:00:00",South
2,10.5,73.5,31.5,"2000-11-07 00:00:00",South
2,17.1,119.7,51.3,"2000-11-11 00:00:00",South
1,33,231,101,"2000-11-17 00:00:00",South
2,1.4,14.7,5.6,"2000-10-06 00:00:00",South
1,4.95,35.4,15.45,"2000-10-07 00:00:00",South
1,7.92,56.64,24.72,"2000-10-23 00:00:00",South
1,20.13,143.96,62.83,"2000-10-08 00:00:00",South
2,18.6,195.3,74.4,"2000-10-08 00:00:00",South
1,4.18,30.21,13.11,"2000-09-02 00:00:00",South
1,4.4,31.8,13.8,"2000-09-23 00:00:00",South
1,4.62,33.39,14.49,"2000-09-06 00:00:00",South
1,8.8,63.6,27.6,"2000-09-22 00:00:00",South
2,20,150,60,"2000-09-26 00:00:00",South
2,0.2,3,1.2,"2000-04-03 00:00:00",South
2,0.9,13.5,5.4,"2000-04-16 00:00:00",South
1,3.52,27.5,11,"2000-04-25 00:00:00",South
1,12.48,97.5,39,"2000-04-23 00:00:00",South
2,8.9,133.5,53.4,"2000-04-09 00:00:00",South
2,2.4,24,9.6,"2000-08-24 00:00:00",South
2,2.4,24,9.6,"2000-08-11 00:00:00",South
1,6.09,46.4,18.56,"2000-08-28 00:00:00",South
1,14.91,113.6,45.44,"2000-08-17 00:00:00",South
2,15.2,152,60.8,"2000-08-08 00:00:00",South
2,2.9,40.6,14.5,"2000-12-12 00:00:00",South
2,7.1,99.4,35.5,"2000-12-02 00:00:00",South
1,15,122,48,"2000-12-17 00:00:00",South
1,6.58,53.58,21.15,"2000-02-28 00:00:00",South
2,4.7,65.8,23.5,"2000-02-06 00:00:00",South
1,7.42,60.42,23.85,"2000-02-20 00:00:00",South
2,5.3,74.2,26.5,"2000-02-18 00:00:00",South
1,0.45,3.6,1.44,"2000-01-12 00:00:00",South
1,0.75,6,2.4,"2000-01-16 00:00:00",South
2,0.5,7.5,3,"2000-01-02 00:00:00",South
2,1.2,18,7.2,"2000-01-07 00:00:00",South
1,6.45,51.6,20.64,"2000-01-23 00:00:00",South
1,7.35,58.8,23.52,"2000-01-18 00:00:00",South
2,8.3,124.5,49.8,"2000-01-21 00:00:00",South
1,21,160,64,"2000-07-25 00:00:00",South
2,20,200,80,"2000-07-18 00:00:00",South
