sales,region,SKU_ALIAS,marketing,UDAMKTSIZE
150,South,"Caffeine Free Cola",30,"Small Market"
109,South,"Caffeine Free Cola",39,"Small Market"
130,South,"Caffeine Free Cola",30,"Small Market"
2.3,South,"Caffeine Free Cola",0.2,"Small Market"
11.5,South,"Caffeine Free Cola",1,"Small Market"
216.2,South,"Caffeine Free Cola",18.8,"Small Market"
223,South,"Caffeine Free Cola",25,"Small Market"
62,South,"Caffeine Free Cola",6,"Small Market"
248,South,"Caffeine Free Cola",24,"Small Market"
301,South,"Caffeine Free Cola",34,"Small Market"
2.9,South,"Caffeine Free Cola",0.3,"Small Market"
9.06,South,"Caffeine Free Cola",1.02,"Small Market"
63.8,South,"Caffeine Free Cola",6.6,"Small Market"
120.8,South,"Caffeine Free Cola",13.6,"Small Market"
172.14,South,"Caffeine Free Cola",19.38,"Small Market"
223.3,South,"Caffeine Free Cola",23.1,"Small Market"
26.73,South,"Caffeine Free Cola",2.97,"Small Market"
82.62,South,"Caffeine Free Cola",9.18,"Small Market"
133.65,South,"Caffeine Free Cola",14.85,"Small Market"
250,South,"Caffeine Free Cola",20,"Small Market"
55,South,"Caffeine Free Cola",5,"Small Market"
165,South,"Caffeine Free Cola",15,"Small Market"
219,South,"Caffeine Free Cola",24,"Small Market"
18.2,South,"Caffeine Free Cola",1.4,"Small Market"
20.8,South,"Caffeine Free Cola",1.6,"Small Market"
112.64,South,"Caffeine Free Cola",12.76,"Small Market"
143.36,South,"Caffeine Free Cola",16.24,"Small Market"
221,South,"Caffeine Free Cola",17,"Small Market"
16.56,South,"Caffeine Free Cola",1.86,"Small Market"
30.36,South,"Caffeine Free Cola",3.41,"Small Market"
82.8,South,"Caffeine Free Cola",9.3,"Small Market"
146.28,South,"Caffeine Free Cola",16.43,"Small Market"
280,South,"Caffeine Free Cola",30,"Small Market"
4.4,South,"Caffeine Free Cola",0.4,"Small Market"
8.8,South,"Caffeine Free Cola",0.8,"Small Market"
14.91,South,"Caffeine Free Cola",1.68,"Small Market"
19.8,South,"Caffeine Free Cola",1.8,"Small Market"
187,South,"Caffeine Free Cola",17,"Small Market"
198.09,South,"Caffeine Free Cola",22.32,"Small Market"
18.2,South,"Caffeine Free Cola",1.4,"Small Market"
46.8,South,"Caffeine Free Cola",3.6,"Small Market"
117.76,South,"Caffeine Free Cola",13.34,"Small Market"
138.24,South,"Caffeine Free Cola",15.66,"Small Market"
195,South,"Caffeine Free Cola",15,"Small Market"
107.3,South,"Caffeine Free Cola",12.21,"Small Market"
182.7,South,"Caffeine Free Cola",20.79,"Small Market"
280,South,"Caffeine Free Cola",30,"Small Market"
18,South,"Caffeine Free Cola",1.2,"Small Market"
21,South,"Caffeine Free Cola",1.4,"Small Market"
63.42,South,"Caffeine Free Cola",7.14,"Small Market"
69.46,South,"Caffeine Free Cola",7.82,"Small Market"
169.12,South,"Caffeine Free Cola",19.04,"Small Market"
261,South,"Caffeine Free Cola",17.4,"Small Market"
3.02,South,"Caffeine Free Cola",0.34,"Small Market"
21.14,South,"Caffeine Free Cola",2.38,"Small Market"
129.86,South,"Caffeine Free Cola",14.62,"Small Market"
147.98,South,"Caffeine Free Cola",16.66,"Small Market"
310,South,"Caffeine Free Cola",30,"Small Market"
8,South,"Caffeine Free Cola",0,"Small Market"
10.8,South,"Caffeine Free Cola",0,"Small Market"
21.2,South,"Caffeine Free Cola",0,"Small Market"
47,South,"Caffeine Free Cola",5,"Small Market"
60,South,"Caffeine Free Cola",0,"Small Market"
63,South,"Caffeine Free Cola",7,"Small Market"
0.8,South,"Caffeine Free Cola",0,"Small Market"
3.6,South,"Caffeine Free Cola",0,"Small Market"
10,South,"Caffeine Free Cola",0,"Small Market"
25.6,South,"Caffeine Free Cola",0,"Small Market"
41,South,"Caffeine Free Cola",4,"Small Market"
1.35,South,"Caffeine Free Cola",0.15,"Small Market"
40,South,"Caffeine Free Cola",0,"Small Market"
43.65,South,"Caffeine Free Cola",4.85,"Small Market"
0.4,South,"Caffeine Free Cola",0,"Small Market"
0.45,South,"Caffeine Free Cola",0.05,"Small Market"
0.9,South,"Caffeine Free Cola",0.1,"Small Market"
2,South,"Caffeine Free Cola",0,"Small Market"
12,South,"Caffeine Free Cola",0,"Small Market"
25.6,South,"Caffeine Free Cola",0,"Small Market"
43.65,South,"Caffeine Free Cola",4.85,"Small Market"
13.2,South,"Caffeine Free Cola",0,"Small Market"
46.8,South,"Caffeine Free Cola",0,"Small Market"
61,South,"Caffeine Free Cola",7,"Small Market"
26.68,South,"Caffeine Free Cola",2.76,"Small Market"
31.32,South,"Caffeine Free Cola",3.24,"Small Market"
60,South,"Caffeine Free Cola",0,"Small Market"
0.9,South,"Caffeine Free Cola",0.1,"Small Market"
5.85,South,"Caffeine Free Cola",0.65,"Small Market"
10.8,South,"Caffeine Free Cola",1.2,"Small Market"
17.2,South,"Caffeine Free Cola",0,"Small Market"
22.8,South,"Caffeine Free Cola",0,"Small Market"
27.45,South,"Caffeine Free Cola",3.05,"Small Market"
0.49,South,"Caffeine Free Cola",0.05,"Small Market"
0.49,South,"Caffeine Free Cola",0.05,"Small Market"
1.5,South,"Caffeine Free Cola",0,"Small Market"
1.96,South,"Caffeine Free Cola",0.2,"Small Market"
5,South,"Caffeine Free Cola",0,"Small Market"
8,South,"Caffeine Free Cola",0,"Small Market"
35.5,South,"Caffeine Free Cola",0,"Small Market"
46.06,South,"Caffeine Free Cola",4.7,"Small Market"
3.12,South,"Caffeine Free Cola",0.32,"Small Market"
5.46,South,"Caffeine Free Cola",0.56,"Small Market"
30.42,South,"Caffeine Free Cola",3.12,"Small Market"
30,South,"Caffeine Free Cola",0,"Small Market"
0.8,South,"Caffeine Free Cola",0,"Small Market"
1.56,South,"Caffeine Free Cola",0.15,"Small Market"
2,South,"Caffeine Free Cola",0,"Small Market"
8.32,South,"Caffeine Free Cola",0.8,"Small Market"
15.2,South,"Caffeine Free Cola",0,"Small Market"
20.8,South,"Caffeine Free Cola",2,"Small Market"
21.32,South,"Caffeine Free Cola",2.05,"Small Market"
22,South,"Caffeine Free Cola",0,"Small Market"
7.2,South,"Caffeine Free Cola",0.75,"Small Market"
14.88,South,"Caffeine Free Cola",1.55,"Small Market"
25.92,South,"Caffeine Free Cola",2.7,"Small Market"
50,South,"Caffeine Free Cola",0,"Small Market"
13.2,South,"Caffeine Free Cola",1.2,"Small Market"
19.8,South,"Caffeine Free Cola",1.8,"Small Market"
19.8,South,"Caffeine Free Cola",1.8,"Small Market"
57.2,South,"Caffeine Free Cola",5.2,"Small Market"
121,South,"Caffeine Free Cola",15,"Small Market"
4.2,South,"Caffeine Free Cola",0.3,"Small Market"
7.55,South,"Caffeine Free Cola",0.95,"Small Market"
10.57,South,"Caffeine Free Cola",1.33,"Small Market"
135.8,South,"Caffeine Free Cola",9.7,"Small Market"
132.88,South,"Caffeine Free Cola",16.72,"Small Market"
110,South,"Caffeine Free Cola",10,"Small Market"
127,South,"Caffeine Free Cola",16,"Small Market"
8.08,South,"Caffeine Free Cola",1.04,"Small Market"
32.32,South,"Caffeine Free Cola",4.16,"Small Market"
90,South,"Caffeine Free Cola",10,"Small Market"
60.6,South,"Caffeine Free Cola",7.8,"Small Market"
16.8,South,"Caffeine Free Cola",2.1,"Small Market"
30.69,South,"Caffeine Free Cola",3.96,"Small Market"
63.2,South,"Caffeine Free Cola",7.9,"Small Market"
62.31,South,"Caffeine Free Cola",8.04,"Small Market"
5.6,South,"Caffeine Free Cola",0.4,"Small Market"
16.8,South,"Caffeine Free Cola",1.2,"Small Market"
10.57,South,"Caffeine Free Cola",1.33,"Small Market"
117.6,South,"Caffeine Free Cola",8.4,"Small Market"
140.43,South,"Caffeine Free Cola",17.67,"Small Market"
1.38,South,"Caffeine Free Cola",0.17,"Small Market"
35.88,South,"Caffeine Free Cola",4.42,"Small Market"
130,South,"Caffeine Free Cola",10,"Small Market"
100.74,South,"Caffeine Free Cola",12.41,"Small Market"
1.07,South,"Caffeine Free Cola",0.13,"Small Market"
17,South,"Caffeine Free Cola",1.7,"Small Market"
11.77,South,"Caffeine Free Cola",1.43,"Small Market"
38,South,"Caffeine Free Cola",3.8,"Small Market"
45,South,"Caffeine Free Cola",4.5,"Small Market"
37.45,South,"Caffeine Free Cola",4.55,"Small Market"
56.71,South,"Caffeine Free Cola",6.89,"Small Market"
35.2,South,"Caffeine Free Cola",3.2,"Small Market"
74.8,South,"Caffeine Free Cola",6.8,"Small Market"
41.25,South,"Caffeine Free Cola",5.28,"Small Market"
83.75,South,"Caffeine Free Cola",10.72,"Small Market"
9.04,South,"Caffeine Free Cola",1.12,"Small Market"
33.9,South,"Caffeine Free Cola",4.2,"Small Market"
100,South,"Caffeine Free Cola",10,"Small Market"
70.06,South,"Caffeine Free Cola",8.68,"Small Market"
26.1,South,"Caffeine Free Cola",0,"Small Market"
24,South,"Caffeine Free Cola",3,"Small Market"
63.9,South,"Caffeine Free Cola",0,"Small Market"
96,South,"Caffeine Free Cola",12,"Small Market"
4.4,South,"Caffeine Free Cola",0.4,"Small Market"
36.3,South,"Caffeine Free Cola",3.3,"Small Market"
69.3,South,"Caffeine Free Cola",6.3,"Small Market"
120,South,"Caffeine Free Cola",15,"Small Market"
53.3,South,"Caffeine Free Cola",4.1,"Small Market"
76.7,South,"Caffeine Free Cola",5.9,"Small Market"
129,South,"Caffeine Free Cola",18,"Small Market"
42.12,South,"Caffeine Free Cola",5.85,"Small Market"
65.88,South,"Caffeine Free Cola",9.15,"Small Market"
110,South,"Caffeine Free Cola",10,"Small Market"
9.6,South,"Caffeine Free Cola",0.8,"Small Market"
29.21,South,"Caffeine Free Cola",3.91,"Small Market"
110.4,South,"Caffeine Free Cola",9.2,"Small Market"
97.79,South,"Caffeine Free Cola",13.09,"Small Market"
4.2,South,"Caffeine Free Cola",0.57,"Small Market"
7,South,"Caffeine Free Cola",0.5,"Small Market"
33.6,South,"Caffeine Free Cola",2.4,"Small Market"
99.4,South,"Caffeine Free Cola",7.1,"Small Market"
135.8,South,"Caffeine Free Cola",18.43,"Small Market"
8.4,South,"Caffeine Free Cola",0.6,"Small Market"
21,South,"Caffeine Free Cola",1.5,"Small Market"
40.6,South,"Caffeine Free Cola",2.9,"Small Market"
70,South,"Caffeine Free Cola",5,"Small Market"
140,South,"Caffeine Free Cola",19,"Small Market"
9.9,South,"Caffeine Free Cola",1.35,"Small Market"
15.4,South,"Caffeine Free Cola",1.4,"Small Market"
19.8,South,"Caffeine Free Cola",2.7,"Small Market"
42.9,South,"Caffeine Free Cola",3.9,"Small Market"
51.7,South,"Caffeine Free Cola",4.7,"Small Market"
80.3,South,"Caffeine Free Cola",10.95,"Small Market"
11.8,South,"Caffeine Free Cola",1.6,"Small Market"
12.98,South,"Caffeine Free Cola",1.76,"Small Market"
17.7,South,"Caffeine Free Cola",2.4,"Small Market"
75.52,South,"Caffeine Free Cola",10.24,"Small Market"
120,South,"Caffeine Free Cola",10,"Small Market"
43.4,South,"Caffeine Free Cola",3.1,"Small Market"
96.6,South,"Caffeine Free Cola",6.9,"Small Market"
134,South,"Caffeine Free Cola",18,"Small Market"
31.2,South,"Caffeine Free Cola",2.6,"Small Market"
88.8,South,"Caffeine Free Cola",7.4,"Small Market"
123,South,"Caffeine Free Cola",17,"Small Market"
65,South,"Caffeine Free Cola",5,"Small Market"
65,South,"Caffeine Free Cola",5,"Small Market"
138,South,"Caffeine Free Cola",19,"Small Market"
110,South,"Caffeine Free Cola",0,"Small Market"
123,South,"Caffeine Free Cola",17,"Small Market"
3.75,South,"Caffeine Free Cola",0.51,"Small Market"
130,South,"Caffeine Free Cola",10,"Small Market"
121.25,South,"Caffeine Free Cola",16.49,"Small Market"
9,South,"Caffeine Free Cola",2.4,"Small Market"
48,South,"Caffeine Free Cola",12.8,"Small Market"
93,South,"Caffeine Free Cola",24.8,"Small Market"
125,South,"Caffeine Free Cola",47,"Small Market"
7.12,South,"Caffeine Free Cola",2.64,"Small Market"
8.8,South,"Caffeine Free Cola",2.4,"Small Market"
12.46,South,"Caffeine Free Cola",4.62,"Small Market"
13.35,South,"Caffeine Free Cola",4.95,"Small Market"
24.2,South,"Caffeine Free Cola",6.6,"Small Market"
56.07,South,"Caffeine Free Cola",20.79,"Small Market"
77,South,"Caffeine Free Cola",21,"Small Market"
13,South,"Caffeine Free Cola",4,"Small Market"
117,South,"Caffeine Free Cola",36,"Small Market"
112,South,"Caffeine Free Cola",42,"Small Market"
38.4,South,"Caffeine Free Cola",9.6,"Small Market"
121.6,South,"Caffeine Free Cola",30.4,"Small Market"
129,South,"Caffeine Free Cola",49,"Small Market"
7.5,South,"Caffeine Free Cola",2.85,"Small Market"
9,South,"Caffeine Free Cola",2.5,"Small Market"
55.8,South,"Caffeine Free Cola",15.5,"Small Market"
115.2,South,"Caffeine Free Cola",32,"Small Market"
142.5,South,"Caffeine Free Cola",54.15,"Small Market"
2.85,South,"Caffeine Free Cola",1.08,"Small Market"
34.2,South,"Caffeine Free Cola",12.96,"Small Market"
57.95,South,"Caffeine Free Cola",21.96,"Small Market"
110,South,"Caffeine Free Cola",30,"Small Market"
107,South,"Caffeine Free Cola",40,"Small Market"
130,South,"Caffeine Free Cola",30,"Small Market"
4.5,South,"Caffeine Free Cola",1.2,"Small Market"
6,South,"Caffeine Free Cola",1.6,"Small Market"
15,South,"Caffeine Free Cola",4,"Small Market"
124.5,South,"Caffeine Free Cola",33.2,"Small Market"
125,South,"Caffeine Free Cola",47,"Small Market"
24,South,"Caffeine Free Cola",6,"Small Market"
64,South,"Caffeine Free Cola",16,"Small Market"
72,South,"Caffeine Free Cola",18,"Small Market"
128,South,"Caffeine Free Cola",48,"Small Market"
4.2,South,"Caffeine Free Cola",1.5,"Small Market"
49,South,"Caffeine Free Cola",17.5,"Small Market"
86.8,South,"Caffeine Free Cola",31,"Small Market"
125,South,"Caffeine Free Cola",47,"Small Market"
3.4,South,"Caffeine Free Cola",0.8,"Small Market"
4.88,South,"Caffeine Free Cola",1.84,"Small Market"
15.86,South,"Caffeine Free Cola",5.98,"Small Market"
101.26,South,"Caffeine Free Cola",38.18,"Small Market"
166.6,South,"Caffeine Free Cola",39.2,"Small Market"
61.5,South,"Caffeine Free Cola",16.4,"Small Market"
88.5,South,"Caffeine Free Cola",23.6,"Small Market"
126,South,"Caffeine Free Cola",47,"Small Market"
12,South,"Caffeine Free Cola",1.2,"Small Market"
66,South,"Caffeine Free Cola",6.6,"Small Market"
122,South,"Caffeine Free Cola",12.2,"Small Market"
167,South,"Caffeine Free Cola",23,"Small Market"
8.8,South,"Caffeine Free Cola",1.2,"Small Market"
15.4,South,"Caffeine Free Cola",2.1,"Small Market"
27.3,South,"Caffeine Free Cola",2.1,"Small Market"
85.8,South,"Caffeine Free Cola",11.7,"Small Market"
102.7,South,"Caffeine Free Cola",7.9,"Small Market"
139,South,"Caffeine Free Cola",19,"Small Market"
160,South,"Caffeine Free Cola",20,"Small Market"
18,South,"Caffeine Free Cola",1.8,"Small Market"
19.8,South,"Caffeine Free Cola",2.76,"Small Market"
24.75,South,"Caffeine Free Cola",3.45,"Small Market"
31.35,South,"Caffeine Free Cola",4.37,"Small Market"
46,South,"Caffeine Free Cola",4.6,"Small Market"
89.1,South,"Caffeine Free Cola",12.42,"Small Market"
136,South,"Caffeine Free Cola",13.6,"Small Market"
6.3,South,"Caffeine Free Cola",0.6,"Small Market"
11.9,South,"Caffeine Free Cola",1.68,"Small Market"
39.9,South,"Caffeine Free Cola",3.8,"Small Market"
50.4,South,"Caffeine Free Cola",4.8,"Small Market"
61.2,South,"Caffeine Free Cola",8.64,"Small Market"
96.9,South,"Caffeine Free Cola",13.68,"Small Market"
113.4,South,"Caffeine Free Cola",10.8,"Small Market"
7.92,South,"Caffeine Free Cola",1.08,"Small Market"
46.2,South,"Caffeine Free Cola",6.3,"Small Market"
60.8,South,"Caffeine Free Cola",3.8,"Small Market"
77.88,South,"Caffeine Free Cola",10.62,"Small Market"
99.2,South,"Caffeine Free Cola",6.2,"Small Market"
9.94,South,"Caffeine Free Cola",1.4,"Small Market"
32.3,South,"Caffeine Free Cola",1.9,"Small Market"
59.5,South,"Caffeine Free Cola",3.5,"Small Market"
78.2,South,"Caffeine Free Cola",4.6,"Small Market"
132.06,South,"Caffeine Free Cola",18.6,"Small Market"
35.86,South,"Caffeine Free Cola",4.84,"Small Market"
127.14,South,"Caffeine Free Cola",17.16,"Small Market"
200,South,"Caffeine Free Cola",20,"Small Market"
3.6,South,"Caffeine Free Cola",0.4,"Small Market"
148,South,"Caffeine Free Cola",21,"Small Market"
176.4,South,"Caffeine Free Cola",19.6,"Small Market"
12,South,"Caffeine Free Cola",1.68,"Small Market"
37.5,South,"Caffeine Free Cola",5.25,"Small Market"
100.5,South,"Caffeine Free Cola",14.07,"Small Market"
170,South,"Caffeine Free Cola",20,"Small Market"
8,South,"Caffeine Free Cola",0.4,"Small Market"
7.1,South,"Caffeine Free Cola",1,"Small Market"
134.9,South,"Caffeine Free Cola",19,"Small Market"
192,South,"Caffeine Free Cola",9.6,"Small Market"
15.3,South,"Caffeine Free Cola",0.9,"Small Market"
20.4,South,"Caffeine Free Cola",1.2,"Small Market"
64.6,South,"Caffeine Free Cola",3.8,"Small Market"
69.7,South,"Caffeine Free Cola",4.1,"Small Market"
136,South,"Caffeine Free Cola",19,"Small Market"
130,South,"Caffeine Free Cola",20,"Small Market"
127,South,"Caffeine Free Cola",21,"Small Market"
140,South,"Caffeine Free Cola",20,"Small Market"
140,South,"Caffeine Free Cola",23,"Small Market"
2.8,South,"Caffeine Free Cola",0.4,"Small Market"
14,South,"Caffeine Free Cola",2,"Small Market"
123.2,South,"Caffeine Free Cola",17.6,"Small Market"
145,South,"Caffeine Free Cola",24,"Small Market"
22.8,South,"Caffeine Free Cola",1.9,"Small Market"
97.2,South,"Caffeine Free Cola",8.1,"Small Market"
118,South,"Caffeine Free Cola",20,"Small Market"
1.2,South,"Caffeine Free Cola",0.1,"Small Market"
2.4,South,"Caffeine Free Cola",0.4,"Small Market"
7.2,South,"Caffeine Free Cola",0.6,"Small Market"
16.8,South,"Caffeine Free Cola",2.8,"Small Market"
100.8,South,"Caffeine Free Cola",16.8,"Small Market"
111.6,South,"Caffeine Free Cola",9.3,"Small Market"
55.9,South,"Caffeine Free Cola",8.6,"Small Market"
74.1,South,"Caffeine Free Cola",11.4,"Small Market"
133,South,"Caffeine Free Cola",22,"Small Market"
38.57,South,"Caffeine Free Cola",6.38,"Small Market"
94.43,South,"Caffeine Free Cola",15.62,"Small Market"
130,South,"Caffeine Free Cola",20,"Small Market"
2.4,South,"Caffeine Free Cola",0.4,"Small Market"
13.2,South,"Caffeine Free Cola",2.2,"Small Market"
14.4,South,"Caffeine Free Cola",2.4,"Small Market"
90,South,"Caffeine Free Cola",15,"Small Market"
120,South,"Caffeine Free Cola",10,"Small Market"
20.8,South,"Caffeine Free Cola",3.2,"Small Market"
33.8,South,"Caffeine Free Cola",5.2,"Small Market"
36.4,South,"Caffeine Free Cola",5.6,"Small Market"
39,South,"Caffeine Free Cola",6,"Small Market"
39,South,"Caffeine Free Cola",6.6,"Small Market"
91,South,"Caffeine Free Cola",15.4,"Small Market"
1.21,South,"Caffeine Free Cola",0.2,"Small Market"
4.84,South,"Caffeine Free Cola",0.8,"Small Market"
13.2,South,"Caffeine Free Cola",1.2,"Small Market"
23.1,South,"Caffeine Free Cola",2.1,"Small Market"
73.7,South,"Caffeine Free Cola",6.7,"Small Market"
114.95,South,"Caffeine Free Cola",19,"Small Market"
120,South,"Caffeine Free Cola",10,"Small Market"
126,South,"Caffeine Free Cola",21,"Small Market"
150,South,"Caffeine Free Cola",20,"Small Market"
149,South,"Caffeine Free Cola",25,"Small Market"
15.4,South,"Caffeine Free Cola",5.46,"Small Market"
22.1,South,"Caffeine Free Cola",5.1,"Small Market"
28.6,South,"Caffeine Free Cola",6.6,"Small Market"
28.6,South,"Caffeine Free Cola",10.14,"Small Market"
66,South,"Caffeine Free Cola",23.4,"Small Market"
79.3,South,"Caffeine Free Cola",18.3,"Small Market"
87,South,"Caffeine Free Cola",49,"Small Market"
100,South,"Caffeine Free Cola",40,"Small Market"
3.6,South,"Caffeine Free Cola",1.2,"Small Market"
6,South,"Caffeine Free Cola",2,"Small Market"
48.96,South,"Caffeine Free Cola",19.2,"Small Market"
53.04,South,"Caffeine Free Cola",20.8,"Small Market"
110.4,South,"Caffeine Free Cola",36.8,"Small Market"
26.4,South,"Caffeine Free Cola",6.6,"Small Market"
57.6,South,"Caffeine Free Cola",10.8,"Small Market"
102.4,South,"Caffeine Free Cola",19.2,"Small Market"
105.6,South,"Caffeine Free Cola",26.4,"Small Market"
1.45,South,"Caffeine Free Cola",0.3,"Small Market"
14.4,South,"Caffeine Free Cola",1.6,"Small Market"
15.95,South,"Caffeine Free Cola",3.3,"Small Market"
18.85,South,"Caffeine Free Cola",3.9,"Small Market"
108.75,South,"Caffeine Free Cola",22.5,"Small Market"
165.6,South,"Caffeine Free Cola",18.4,"Small Market"
6,South,"Caffeine Free Cola",2.4,"Small Market"
26,South,"Caffeine Free Cola",10.4,"Small Market"
26,South,"Caffeine Free Cola",10.4,"Small Market"
42,South,"Caffeine Free Cola",16.8,"Small Market"
87,South,"Caffeine Free Cola",49,"Small Market"
1.92,South,"Caffeine Free Cola",0.9,"Small Market"
20.16,South,"Caffeine Free Cola",9.45,"Small Market"
73.92,South,"Caffeine Free Cola",34.65,"Small Market"
120,South,"Caffeine Free Cola",40,"Small Market"
13.75,South,"Caffeine Free Cola",3.74,"Small Market"
19.5,South,"Caffeine Free Cola",3.9,"Small Market"
111.25,South,"Caffeine Free Cola",30.26,"Small Market"
130.5,South,"Caffeine Free Cola",26.1,"Small Market"
11.7,South,"Caffeine Free Cola",2.7,"Small Market"
36.04,South,"Caffeine Free Cola",13.6,"Small Market"
48.1,South,"Caffeine Free Cola",11.1,"Small Market"
70.2,South,"Caffeine Free Cola",16.2,"Small Market"
69.96,South,"Caffeine Free Cola",26.4,"Small Market"
6.96,South,"Caffeine Free Cola",2.16,"Small Market"
9.28,South,"Caffeine Free Cola",2.88,"Small Market"
99.76,South,"Caffeine Free Cola",30.96,"Small Market"
130,South,"Caffeine Free Cola",30,"Small Market"
1.09,South,"Caffeine Free Cola",0.39,"Small Market"
107.91,South,"Caffeine Free Cola",38.61,"Small Market"
150,South,"Caffeine Free Cola",30,"Small Market"
109,South,"Caffeine Free Cola",39,"Small Market"
130,South,"Caffeine Free Cola",30,"Small Market"
2.3,South,"Caffeine Free Cola",0.2,"Small Market"
11.5,South,"Caffeine Free Cola",1,"Small Market"
216.2,South,"Caffeine Free Cola",18.8,"Small Market"
223,South,"Caffeine Free Cola",25,"Small Market"
62,South,"Caffeine Free Cola",6,"Small Market"
248,South,"Caffeine Free Cola",24,"Small Market"
301,South,"Caffeine Free Cola",34,"Small Market"
2.9,South,"Caffeine Free Cola",0.3,"Small Market"
9.06,South,"Caffeine Free Cola",1.02,"Small Market"
63.8,South,"Caffeine Free Cola",6.6,"Small Market"
120.8,South,"Caffeine Free Cola",13.6,"Small Market"
172.14,South,"Caffeine Free Cola",19.38,"Small Market"
223.3,South,"Caffeine Free Cola",23.1,"Small Market"
26.73,South,"Caffeine Free Cola",2.97,"Small Market"
82.62,South,"Caffeine Free Cola",9.18,"Small Market"
133.65,South,"Caffeine Free Cola",14.85,"Small Market"
250,South,"Caffeine Free Cola",20,"Small Market"
55,South,"Caffeine Free Cola",5,"Small Market"
165,South,"Caffeine Free Cola",15,"Small Market"
219,South,"Caffeine Free Cola",24,"Small Market"
18.2,South,"Caffeine Free Cola",1.4,"Small Market"
20.8,South,"Caffeine Free Cola",1.6,"Small Market"
112.64,South,"Caffeine Free Cola",12.76,"Small Market"
143.36,South,"Caffeine Free Cola",16.24,"Small Market"
221,South,"Caffeine Free Cola",17,"Small Market"
16.56,South,"Caffeine Free Cola",1.86,"Small Market"
30.36,South,"Caffeine Free Cola",3.41,"Small Market"
82.8,South,"Caffeine Free Cola",9.3,"Small Market"
146.28,South,"Caffeine Free Cola",16.43,"Small Market"
280,South,"Caffeine Free Cola",30,"Small Market"
4.4,South,"Caffeine Free Cola",0.4,"Small Market"
8.8,South,"Caffeine Free Cola",0.8,"Small Market"
14.91,South,"Caffeine Free Cola",1.68,"Small Market"
19.8,South,"Caffeine Free Cola",1.8,"Small Market"
187,South,"Caffeine Free Cola",17,"Small Market"
198.09,South,"Caffeine Free Cola",22.32,"Small Market"
18.2,South,"Caffeine Free Cola",1.4,"Small Market"
46.8,South,"Caffeine Free Cola",3.6,"Small Market"
117.76,South,"Caffeine Free Cola",13.34,"Small Market"
138.24,South,"Caffeine Free Cola",15.66,"Small Market"
195,South,"Caffeine Free Cola",15,"Small Market"
107.3,South,"Caffeine Free Cola",12.21,"Small Market"
182.7,South,"Caffeine Free Cola",20.79,"Small Market"
280,South,"Caffeine Free Cola",30,"Small Market"
18,South,"Caffeine Free Cola",1.2,"Small Market"
21,South,"Caffeine Free Cola",1.4,"Small Market"
63.42,South,"Caffeine Free Cola",7.14,"Small Market"
69.46,South,"Caffeine Free Cola",7.82,"Small Market"
169.12,South,"Caffeine Free Cola",19.04,"Small Market"
261,South,"Caffeine Free Cola",17.4,"Small Market"
3.02,South,"Caffeine Free Cola",0.34,"Small Market"
21.14,South,"Caffeine Free Cola",2.38,"Small Market"
129.86,South,"Caffeine Free Cola",14.62,"Small Market"
147.98,South,"Caffeine Free Cola",16.66,"Small Market"
310,South,"Caffeine Free Cola",30,"Small Market"
8,South,"Caffeine Free Cola",0,"Small Market"
10.8,South,"Caffeine Free Cola",0,"Small Market"
21.2,South,"Caffeine Free Cola",0,"Small Market"
47,South,"Caffeine Free Cola",5,"Small Market"
60,South,"Caffeine Free Cola",0,"Small Market"
63,South,"Caffeine Free Cola",7,"Small Market"
0.8,South,"Caffeine Free Cola",0,"Small Market"
3.6,South,"Caffeine Free Cola",0,"Small Market"
10,South,"Caffeine Free Cola",0,"Small Market"
25.6,South,"Caffeine Free Cola",0,"Small Market"
41,South,"Caffeine Free Cola",4,"Small Market"
1.35,South,"Caffeine Free Cola",0.15,"Small Market"
40,South,"Caffeine Free Cola",0,"Small Market"
43.65,South,"Caffeine Free Cola",4.85,"Small Market"
0.4,South,"Caffeine Free Cola",0,"Small Market"
0.45,South,"Caffeine Free Cola",0.05,"Small Market"
0.9,South,"Caffeine Free Cola",0.1,"Small Market"
2,South,"Caffeine Free Cola",0,"Small Market"
12,South,"Caffeine Free Cola",0,"Small Market"
25.6,South,"Caffeine Free Cola",0,"Small Market"
43.65,South,"Caffeine Free Cola",4.85,"Small Market"
13.2,South,"Caffeine Free Cola",0,"Small Market"
46.8,South,"Caffeine Free Cola",0,"Small Market"
61,South,"Caffeine Free Cola",7,"Small Market"
26.68,South,"Caffeine Free Cola",2.76,"Small Market"
31.32,South,"Caffeine Free Cola",3.24,"Small Market"
60,South,"Caffeine Free Cola",0,"Small Market"
0.9,South,"Caffeine Free Cola",0.1,"Small Market"
5.85,South,"Caffeine Free Cola",0.65,"Small Market"
10.8,South,"Caffeine Free Cola",1.2,"Small Market"
17.2,South,"Caffeine Free Cola",0,"Small Market"
22.8,South,"Caffeine Free Cola",0,"Small Market"
27.45,South,"Caffeine Free Cola",3.05,"Small Market"
0.49,South,"Caffeine Free Cola",0.05,"Small Market"
0.49,South,"Caffeine Free Cola",0.05,"Small Market"
1.5,South,"Caffeine Free Cola",0,"Small Market"
1.96,South,"Caffeine Free Cola",0.2,"Small Market"
5,South,"Caffeine Free Cola",0,"Small Market"
8,South,"Caffeine Free Cola",0,"Small Market"
35.5,South,"Caffeine Free Cola",0,"Small Market"
